Churn,Contract,Customer ID,Dependents,Device Protection,Dimension,Gender,Info 1,Info 2,Info 3,Internet Service,Message,Monthly Charges (bin),Monthly Charges (bin) 2,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Tech Support,Tenure,Total Charges (bin),# Customers,Churn Rate count yes,"Churn Rate, %",Monthly Charges,Monthly Charges ,Total Charges,Total per Tenure
No,Two year,0771-CHWSK,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,72,72.8,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,No,No,66,4798,1,0,0.00%,74.6,74.6,4798.4,72.7030303
No,Two year,5930-GBIWP,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,80,81.2,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,No,Yes,69,5553,1,0,0.00%,81.5,81.5,5553.25,80.48188406
No,One year,6194-HBGQN,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,80,78.4,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,No,Yes,Yes,51,4126,1,0,0.00%,81.15,81.15,4126.2,80.90588235
No,One year,2911-IJORQ,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,88,89.6,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,37,3358,1,0,0.00%,90.6,90.6,3358.65,90.77432432
No,One year,6352-GIGGQ,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,88,86.8,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,67,5903,1,0,0.00%,88.8,88.8,5903.15,88.10671642
No,Two year,7109-CQYUZ,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,88,86.8,Yes,Yes,Yes,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,52,4652,1,0,0.00%,89.25,89.25,4652.4,89.46923077
No,Month-to-month,3452-SRFEG,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,49,3720,1,0,0.00%,74.6,74.6,3720.35,75.9255102
No,Month-to-month,8149-AIQCG,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,39,2730,1,0,0.00%,73.15,73.15,2730.85,70.02179487
No,Month-to-month,2842-BCQGE,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,43,3161,1,0,0.00%,75.35,75.35,3161.4,73.52093023
No,Month-to-month,3030-YDNRM,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,8,572,1,0,0.00%,74.85,74.85,572.45,71.55625
No,Month-to-month,7354-OIJLX,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,75.6,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,9,724,1,0,0.00%,75.85,75.85,724.65,80.51666667
No,Month-to-month,5928-QLDHB,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,76,75.6,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,9,684,1,0,0.00%,76.25,76.25,684.85,76.09444444
No,Month-to-month,0491-KAPQG,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,21,1558,1,0,0.00%,73.7,73.7,1558.7,74.22380952
No,Month-to-month,5628-FCGYG,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,84,Yes,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,21,1737,1,0,0.00%,84.1,84.1,1737.45,82.73571429
No,Month-to-month,2215-ZAFGX,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,84,Yes,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,9,791,1,0,0.00%,85.5,85.5,791.7,87.96666667
No,Month-to-month,7586-ZATGZ,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,84,Yes,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,40,3369,1,0,0.00%,84.9,84.9,3369.05,84.22625
No,One year,4685-ERGHK,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,86.8,Yes,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,57,4939,1,0,0.00%,86.9,86.9,4939.25,86.65350877
No,Month-to-month,8161-QYMTT,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,7,701,1,0,0.00%,94.1,94.1,701.3,100.1857143
No,Month-to-month,9360-OMDZZ,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,24,2322,1,0,0.00%,94.1,94.1,2322.85,96.78541667
No,Month-to-month,9741-YLNTD,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,86.8,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,6,522,1,0,0.00%,87.95,87.95,522.35,87.05833333
No,Two year,5414-OFQCB,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,89.6,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,Yes,57,5229,1,0,0.00%,90.45,90.45,5229.8,91.75087719
No,Month-to-month,2800-QQUSO,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,100,98,Yes,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,42,4222,1,0,0.00%,100.3,100.3,4222.95,100.5464286
No,Month-to-month,3211-AAPKX,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,98,Yes,No,No,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,20,2031,1,0,0.00%,98.55,98.55,2031.95,101.5975
No,Month-to-month,5022-KVDQT,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,80,81.2,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,27,2272,1,0,0.00%,81.3,81.3,2272.8,84.17777778
No,Two year,6900-RBKER,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,86.8,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,Yes,No,No,52,4577,1,0,0.00%,89.45,89.45,4577.75,88.03365385
No,Month-to-month,3771-PZOBW,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,89.6,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,No,20,1781,1,0,0.00%,90.7,90.7,1781.35,89.0675
No,One year,2432-TFSMK,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,89.6,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,No,18,1633,1,0,0.00%,89.6,89.6,1633,90.72222222
No,Two year,3428-MMGUB,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,86.8,Yes,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,60,5231,1,0,0.00%,89.55,89.55,5231.2,87.18666667
No,One year,8982-NHAVY,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,100,98,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,27,2673,1,0,0.00%,100.5,100.5,2673.45,99.01666667
No,Month-to-month,4993-JCRGJ,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,84,Yes,No,No,Yes,No,Mailed check,Yes,0,No,No,Yes,26,2281,1,0,0.00%,84.3,84.3,2281.6,87.75384615
No,Two year,6339-TBELP,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,84,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,Yes,71,6172,1,0,0.00%,86.4,86.4,6172,86.92957747
No,Month-to-month,3853-LYGAM,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,95.2,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,17,1640,1,0,0.00%,95.65,95.65,1640,96.47058824
No,Month-to-month,3323-CPBWR,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,95.2,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,Yes,23,2085,1,0,0.00%,96.9,96.9,2085.45,90.67173913
No,Month-to-month,3932-IJWDZ,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,100,103.6,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,45,4747,1,0,0.00%,103.65,103.65,4747.85,105.5077778
No,One year,5074-FBGHB,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,64,6889,1,0,0.00%,104.65,104.65,6889.8,107.653125
No,Month-to-month,5243-SAOTC,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,76,78.4,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,54,4308,1,0,0.00%,79.85,79.85,4308.25,79.78240741
No,Month-to-month,3422-GALYP,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,76,78.4,Yes,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,2,145,1,0,0.00%,79.45,79.45,145.15,72.575
No,Month-to-month,8819-IMISP,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,80,78.4,Yes,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,31,2429,1,0,0.00%,80.45,80.45,2429.1,78.35806452
No,Month-to-month,5650-YLIBA,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,80,78.4,Yes,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,31,2640,1,0,0.00%,81.15,81.15,2640.55,85.17903226
No,Month-to-month,1384-RCUXW,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,80,78.4,Yes,Yes,No,Yes,No,Mailed check,Yes,0,No,No,No,16,1248,1,0,0.00%,80.55,80.55,1248.9,78.05625
No,One year,8231-BSWXX,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,76,78.4,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,71,5552,1,0,0.00%,79.05,79.05,5552.5,78.20422535
No,Month-to-month,9053-EJUNL,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,86.8,Yes,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,41,3645,1,0,0.00%,89.2,89.2,3645.75,88.92073171
